review_id;text;stars;user_id;business_id
2OmQlo9XKnwbKVi5heGnFg;Fun spot, cool ambiance, good food and service.  Wife and I both had the eggs Benedict and we enjoyed it.  I liked the dressing in the salad and the roasted...;4;VNN9xpkXkr13O9SPTbAN5g;arT8b1fhGKwMzZ4WsaXUww
Gm0GBHcdBz9W0MqAoDbFog;There is a reason there is this thing where a chef's skills are tested by making an omelette.  While decent sized this one was a bit overdone on outside and...;3;3yivaHgZGp9-2IG00MRDbQ;arT8b1fhGKwMzZ4WsaXUww
4Qzb0LVJBGrTUWvTdZxTrw;Super cute location very charming , eggs Benedict on point , very welcoming . Service was attentive  however it can initially feel tight or claustrophobic...;5;esTtSZ1WaEG71HZtMVcOvw;arT8b1fhGKwMzZ4WsaXUww
zZLCgPWrxroMjREzIgUeKQ;"Very good experience in this french restaurant close to the Eiffel tower.
We arrived at diner time and got a table right away.
Waiter was super helpfull, he...";5;uPMB05mEyF2k-KUg48CVrg;4rZixQTpz0BFD_F-6OeXwA
1egLC18zPmAKuSzBFn0kfw;Food was excellent. Taste was just right and not salty or bland. We also love the service. Our server is very friendly & accommodating. He gave great...;5;tgn1FnPJJfqX8isp7ui-2g;4rZixQTpz0BFD_F-6OeXwA
9o4XMwEjeifmdD8Uy2Q0AQ;Walking around after the seine river cruise trying to find something to eat. Stumbled upon this location the menu did not appeal to me but I was tired of...;4;5OwBIQ5yM0149yUOB_UqMw;4rZixQTpz0BFD_F-6OeXwA
cg1Si7xaP_yRgRWEwt9nWg;"we stopped for lunch on a sunny, winter day.   the service was prompt, and the waiter was very nice.

i had the croque madame and it was delicious.  

there...";5;4HyhqHorL7_XTrxcO5zWlQ;ZISkD_hIHSJgmFHKp33mVg
JtfGZze12yc7K3nXkhrBjg;Great restaurant open till 11pm.  Perfect for a late night dinner for Americans still jet lagged.  Located in the most charming little Parisian street Rue...;4;TBLFKlLyo0R6uM3XSLBdEA;ZISkD_hIHSJgmFHKp33mVg
llhgP91FLAsoVeHnX7y-Qg;"Le petit Cler lives up to its name, small and quaint bistro where you literally sit on top of each other. 

The big plus is great service and amazing food....";5;aadVybdTbeVpSboTPCTjJQ;ZISkD_hIHSJgmFHKp33mVg
TJMaml7xptUhhFtS7B3-5A;Was excited to try Pierre Sang's tasting menu-- had been recommended it by a family friend and also saw great things about it on the internet. We opted for...;5;HGUyWBhs0Jnmif7NZWKYrg;S1Q2QtWcLP8LUsNeQB7ipQ
jDhuVWHcIkt_gCxmJgdkcA;"Best French-Korean fusion restaurant in the area.
Staff super friendly and knowledgeable. Good wine recommendations.
Funny twist, they let you guess the...";5;hS5B81QZp24M-9m8lDBv0A;S1Q2QtWcLP8LUsNeQB7ipQ
OPit0uJoHCBv41NTZeZYbQ;Y'all. This was, hands down, our best meal in Paris. For 44 euros a person. Unreal! Book a seat at the counter so you can watch the amazing staff plate each...;5;ZuN7IhgAK4GsouhHp3fALg;S1Q2QtWcLP8LUsNeQB7ipQ
GiKb5hIOqa8Wmf9qQ_3ZQQ;"Excellent food. Great service & ambiance. Absolutely loved it! One of the highlights of our recent trip to Paris last week. 
Thank you Mr Jayaselan & team...";5;I7jIHnyNXZKYjK_6r3oNng;2xMKFWLjktrlRWGzZAkiEQ
gKxkMurviam8HwwIKDeYRw;Food was very good, they took us without a booking and staff is very friendly.  We had the penne arribiatta and beef scalopini.  We enjoyed the wine.  The...;4;LmnYPY_d2jjQ0CS0KK6CGg;2xMKFWLjktrlRWGzZAkiEQ
84yeL5hiwmrPcaMpQ0xZXA;There are so many great restaurants in Pari but could not resist to give this place all the props  Every time I'm in Pari I'm just like why do I try other...;5;01F_4bCqJ9_EtE1fO9QSAw;2xMKFWLjktrlRWGzZAkiEQ
iEPAZ157Eii02nrcbMstIw;Another one of my favorite dinners from Paris! The Paris Society does not disappoint. The restaurant is a bit hard to find -- it's located on the backend of...;5;idMjVjt9WSkeNvfI39TGOA;eyHbeZgEipcb2QXJF-e_nQ
b_eb7WEoU-uzhIwFRWYW7g;"Food-Exquisite 
Service-Top Notch
Ambiance-Beautiful 

With that being said I cannot give this restaurant the 5 stars it deserves because I saw mice running...";1;Lsxx4Kcyez7TJKkBVaPnxA;eyHbeZgEipcb2QXJF-e_nQ
5EkWKdPTuojG5FQ2ghPeWw;We had been looking forward to eating at Monsieur Bleu for several months, not just for the food but also for the ambience in the beautiful Joseph...;3;M6cGDwIPRFGhO0r0orJaOg;eyHbeZgEipcb2QXJF-e_nQ
z2OcbZ23pcdBS6z1trdmWQ;This place came recommended by my concierge, and it was absolutely spot on! I popped in for a quick lunch by myself and was seated promptly. I was given a...;5;k8BhfbCujMYb4BRyRMUdyQ;wLgAxIB7111BcWLWh7KpFw
GTDVRDtJgM8MV3pMeoCDcw;A local brought us here so you know it is legit.  We came for lunch and ordered the set menu which includes an appetizer, entree and dessert.  Both the food...;5;GX4qWExDVbrqzQlSs-pjCQ;wLgAxIB7111BcWLWh7KpFw
_0a0R5Cl5ppXwgAy5KTxUQ;Very enjoyable restaurant with lively atmosphere. Pretty much all the food we tried was very well seasoned and cooked. I will venture to say anything you...;5;EUd0jXy3LKDD7WNoNE_TXg;wLgAxIB7111BcWLWh7KpFw
42j0SU9ahiXbDkqy8WATSQ;"Our waitress was absolutely adorable and darling. It was her first day and she was perfect. 

That said, who ever the older, tall server was, had a stick up...";3;lvYnwp1CTOGPSOaDy-vCUQ;ya9qZ-AeNav0H0EWZg7l7g
ZJQ7mJk2kf8nGTjW9KEx6g;Much like our other experiences in Paris, we were able to walk in and be seated. We were offered drinks right away. Our server was lovely and very...;3;i0LHwwcyVXRBc0SizZwsWQ;ya9qZ-AeNav0H0EWZg7l7g
uWv2l5JX0btOSMHw4HqKow;After getting off my flight to Paris, I was famished and wanted some comfort food. This bistro was a block or two away from my hotel and I was pleasantly...;5;7HS2Jw0172O5HY-E17h4aQ;ya9qZ-AeNav0H0EWZg7l7g
Xp361t_COxFd0GBH1QqNow;"We loved this place! Everyone was so cute and friendly, and the food was fab!

The only thing I'd recommend is arriving a bit early. We had 9:30...";5;1u39G3oPhJnMZwfqsQYDhg;MqdwabesLORy1qtSiv2NKA
QB8cE29KYNwkgTxtcHpVyQ;Amazing French cuisine and service. The environment is small and intimate. We had the escargot in eatable shells. They were amazing. The Magret and the pork...;5;rhEKTtdgWTIU3hiiLxgA3w;MqdwabesLORy1qtSiv2NKA
jDHH2ADSLgq5ON7HkmeYAw;Yes, yes and yes. This place is a MUST GO to when visiting Paris. Started with escargot chips which were the best I had all trip and duck French toast. Got...;5;igkXJlVTy-flYFqGHmrAQA;MqdwabesLORy1qtSiv2NKA
ZIZy507DhVi-w720eqpqLQ;"Ambiance: 
We were trying to be spontaneous and we walked around and saw this place. The goal was to try new foods like escargot and they had it on their...";5;dZPxYaX7clAa-YOkyOwm-g;9Dg5IhmhqeQhriJfMeNZ3g
vZp6tjn9jSpa7AofM6wYZw;"a nice cozy restaurant nearby our hotel. 
We were able to walk in without a reservation and get seated by the window. 

We ended up getting the french onion...";4;PhmMWBBQda24K9z6b9R-sA;9Dg5IhmhqeQhriJfMeNZ3g
eugOJBZLJW7HdOnE5vy5dA;Our first meal in Paris for this trip. Croissant, omelette, and caffe au lait. Our waiter was very attentive and made sure we got our food quickly.;5;Y8lkrmaBId_GwkH9efOx9A;9Dg5IhmhqeQhriJfMeNZ3g
6n_jQqOdnQkkvIxpK43olg;Very good burger, gretat beera and warmwelcome also for kids. We came here two evenings in the row;5;9R43Kb0p9lIt2nHXNTZjiA;vatPhRbtUkYxSeiZ-ev2wQ
s5UNi1v7nksD6mrqEkmviA;Really good burger and fun vibes! Tamara was our server and was very welcoming and friendly. I would definitely come back here!;4;dGt8rfiqHFCv74f_1duvVg;vatPhRbtUkYxSeiZ-ev2wQ
R2JRgQKkeprGaVvMqfuHYg;"The menu appears to be very American at first glance but there are some Indian dishes that were recently added to the menu.

Service was good and the Tikka...";5;H2WhI7u2Zc-ozPnKBvhWwQ;vatPhRbtUkYxSeiZ-ev2wQ
gEiOxIygMftMt_Fn2YG4JQ;The inside is pretty dim and seem to be like a nice date place. They also have a bar. The service was quick. I was only here for about 15 minutes. I only...;5;FKPUeSBvXP5vde2FSJOGow;Yto6loHgpGQDhvZQllpXMA
9tWhM13gmdLhi4zZATjyNg;Was out in Av. des Champs-Élysées and popped in here for an early lunch (around 12pm). The place was pretty empty but was packed by the time we left, lunch...;4;S9HyH4muuMH6BMoodFyFcg;Yto6loHgpGQDhvZQllpXMA
vwTINzHAGU6vf7vGtGLwig;We didn't mean to go to this restaurant but the restaurants nearby were all full. However I was surprised why ppl didn't go to this one. The food was...;4;DNmGVmGPvwr88suI7P3lCQ;Yto6loHgpGQDhvZQllpXMA
